"","inbred_name_vector","region","bp_count","bp_proportion","insertion_count","insertion_proportion","insertions_per_1kb"
"1642","SC213R","Exon",40283128,0.019,0,0,0
"1643","SC213R","Intron",107881537,0.051,2,0.051,1.85388534091797e-05
"1644","SC213R","UTR3",10917611,0.005,0,0,0
"1645","SC213R","Intergenic",1895480830,0.889,33,0.846,1.74098305177795e-05
"1646","SC213R","Not assigned",NA,NA,23,0.59,NA
"1647","SC357","Promoter",72627588,0.034,11,0.164,0.000151457597628053
"1648","SC357","UTR5",8484867,0.004,3,0.045,0.000353570657029745
"1649","SC357","Exon",40283128,0.019,1,0.015,2.4824288719585e-05
"1650","SC357","Intron",107881537,0.051,3,0.045,2.78082801137696e-05
"1651","SC357","UTR3",10917611,0.005,0,0,0
"1652","SC357","Intergenic",1895480830,0.889,49,0.731,2.58509604657938e-05
"1653","SC357","Not assigned",NA,NA,32,0.478,NA
"1654","SC55","Promoter",72627588,0.034,7,0.095,9.63821075814882e-05
"1655","SC55","UTR5",8484867,0.004,7,0.095,0.000824998199736071
"1656","SC55","Exon",40283128,0.019,2,0.027,4.96485774391701e-05
"1657","SC55","Intron",107881537,0.051,2,0.027,1.85388534091797e-05
"1658","SC55","UTR3",10917611,0.005,0,0,0
"1659","SC55","Intergenic",1895480830,0.889,56,0.757,2.954395481805e-05
"1660","SC55","Not assigned",NA,NA,18,0.243,NA
"1661","SD40","Promoter",72627588,0.034,19,0.204,0.000261608577721182
"1662","SD40","UTR5",8484867,0.004,4,0.043,0.000471427542706326
"1663","SD40","Exon",40283128,0.019,5,0.054,0.000124121443597925
"1664","SD40","Intron",107881537,0.051,4,0.043,3.70777068183595e-05
"1665","SD40","UTR3",10917611,0.005,0,0,0
"1666","SD40","Intergenic",1895480830,0.889,61,0.656,3.21818079268045e-05
"1667","SD40","Not assigned",NA,NA,40,0.43,NA
"1668","SD44","Promoter",72627588,0.034,4,0.2,5.50754900465647e-05
"1669","SD44","UTR5",8484867,0.004,1,0.05,0.000117856885676582
"1670","SD44","Exon",40283128,0.019,3,0.15,7.44728661587551e-05
"1671","SD44","Intron",107881537,0.051,3,0.15,2.78082801137696e-05
"1672","SD44","UTR3",10917611,0.005,0,0,0
"1673","SD44","Intergenic",1895480830,0.889,9,0.45,4.74813559575804e-06
"1674","SD44","Not assigned",NA,NA,8,0.4,NA
"1675","Sg1533","Promoter",72627588,0.034,15,0.126,0.000206533087674618
"1676","Sg1533","UTR5",8484867,0.004,8,0.067,0.000942855085412653
"1677","Sg1533","Exon",40283128,0.019,5,0.042,0.000124121443597925
"1678","Sg1533","Intron",107881537,0.051,8,0.067,7.41554136367189e-05
"1679","Sg1533","UTR3",10917611,0.005,0,0,0
"1680","Sg1533","Intergenic",1895480830,0.889,83,0.697,4.37883616053242e-05
"1681","Sg1533","Not assigned",NA,NA,92,0.773,NA
"1682","Sg18","Promoter",72627588,0.034,7,0.083,9.63821075814882e-05
"1683","Sg18","UTR5",8484867,0.004,6,0.071,0.00070714131405949
"1684","Sg18","Exon",40283128,0.019,1,0.012,2.4824288719585e-05
"1685","Sg18","Intron",107881537,0.051,9,0.107,8.34248403413088e-05
"1686","Sg18","UTR3",10917611,0.005,0,0,0
"1687","Sg18","Intergenic",1895480830,0.889,61,0.726,3.21818079268045e-05
"1688","Sg18","Not assigned",NA,NA,43,0.512,NA
"1689","T232","Promoter",72627588,0.034,9,0.173,0.000123919852604771
"1690","T232","UTR5",8484867,0.004,1,0.019,0.000117856885676582
"1691","T232","Exon",40283128,0.019,1,0.019,2.4824288719585e-05
"1692","T232","Intron",107881537,0.051,3,0.058,2.78082801137696e-05
"1693","T232","UTR3",10917611,0.005,0,0,0
"1694","T232","Intergenic",1895480830,0.889,38,0.731,2.0047683626534e-05
"1695","T232","Not assigned",NA,NA,32,0.615,NA
"1696","T234","Promoter",72627588,0.034,13,0.143,0.000178995342651335
"1697","T234","UTR5",8484867,0.004,6,0.066,0.00070714131405949
"1698","T234","Exon",40283128,0.019,3,0.033,7.44728661587551e-05
"1699","T234","Intron",107881537,0.051,4,0.044,3.70777068183595e-05
"1700","T234","UTR3",10917611,0.005,0,0,0
"1701","T234","Intergenic",1895480830,0.889,65,0.714,3.42920904138081e-05
"1702","T234","Not assigned",NA,NA,23,0.253,NA
"1703","T8","Promoter",72627588,0.034,13,0.186,0.000178995342651335
"1704","T8","UTR5",8484867,0.004,6,0.086,0.00070714131405949
"1705","T8","Exon",40283128,0.019,0,0,0
"1706","T8","Intron",107881537,0.051,12,0.171,0.000111233120455078
"1707","T8","UTR3",10917611,0.005,0,0,0
"1708","T8","Intergenic",1895480830,0.889,39,0.557,2.05752542482849e-05
"1709","T8","Not assigned",NA,NA,52,0.743,NA
"1710","Tx303","Promoter",72627588,0.034,14,0.179,0.000192764215162976
"1711","Tx303","UTR5",8484867,0.004,3,0.038,0.000353570657029745
"1712","Tx303","Exon",40283128,0.019,1,0.013,2.4824288719585e-05
"1713","Tx303","Intron",107881537,0.051,3,0.038,2.78082801137696e-05
"1714","Tx303","UTR3",10917611,0.005,0,0,0
"1715","Tx303","Intergenic",1895480830,0.889,57,0.731,3.00715254398009e-05
"1716","Tx303","Not assigned",NA,NA,42,0.538,NA
"1717","Tx601","Promoter",72627588,0.034,19,0.292,0.000261608577721182
"1718","Tx601","UTR5",8484867,0.004,5,0.077,0.000589284428382908
"1719","Tx601","Exon",40283128,0.019,0,0,0
"1720","Tx601","Intron",107881537,0.051,5,0.077,4.63471335229493e-05
"1721","Tx601","UTR3",10917611,0.005,0,0,0
"1722","Tx601","Intergenic",1895480830,0.889,36,0.554,1.89925423830322e-05
"1723","Tx601","Not assigned",NA,NA,35,0.538,NA
"1724","Tzi10","Promoter",72627588,0.034,16,0.229,0.000220301960186259
"1725","Tzi10","UTR5",8484867,0.004,6,0.086,0.00070714131405949
"1726","Tzi10","Exon",40283128,0.019,2,0.029,4.96485774391701e-05
"1727","Tzi10","Intron",107881537,0.051,8,0.114,7.41554136367189e-05
"1728","Tzi10","UTR3",10917611,0.005,1,0.014,9.15951301067605e-05
"1729","Tzi10","Intergenic",1895480830,0.889,37,0.529,1.95201130047831e-05
"1730","Tzi10","Not assigned",NA,NA,47,0.671,NA
"1731","Tzi11","Promoter",72627588,0.034,3,0.051,4.13066175349235e-05
"1732","Tzi11","UTR5",8484867,0.004,5,0.085,0.000589284428382908
"1733","Tzi11","Exon",40283128,0.019,5,0.085,0.000124121443597925
"1734","Tzi11","Intron",107881537,0.051,3,0.051,2.78082801137696e-05
"1735","Tzi11","UTR3",10917611,0.005,0,0,0
"1736","Tzi11","Intergenic",1895480830,0.889,43,0.729,2.26855367352884e-05
"1737","Tzi11","Not assigned",NA,NA,25,0.424,NA
"1738","Tzi16","Promoter",72627588,0.034,13,0.162,0.000178995342651335
"1739","Tzi16","UTR5",8484867,0.004,3,0.038,0.000353570657029745
"1740","Tzi16","Exon",40283128,0.019,2,0.025,4.96485774391701e-05
"1741","Tzi16","Intron",107881537,0.051,6,0.075,5.56165602275392e-05
"1742","Tzi16","UTR3",10917611,0.005,0,0,0
"1743","Tzi16","Intergenic",1895480830,0.889,56,0.7,2.954395481805e-05
"1744","Tzi16","Not assigned",NA,NA,48,0.6,NA
"1745","Tzi18","Promoter",72627588,0.034,9,0.085,0.000123919852604771
"1746","Tzi18","UTR5",8484867,0.004,7,0.066,0.000824998199736071
"1747","Tzi18","Exon",40283128,0.019,2,0.019,4.96485774391701e-05
"1748","Tzi18","Intron",107881537,0.051,12,0.113,0.000111233120455078
"1749","Tzi18","UTR3",10917611,0.005,1,0.009,9.15951301067605e-05
"1750","Tzi18","Intergenic",1895480830,0.889,75,0.708,3.9567796631317e-05
"1751","Tzi18","Not assigned",NA,NA,80,0.755,NA
"1752","Tzi25","Promoter",72627588,0.034,13,0.134,0.000178995342651335
"1753","Tzi25","UTR5",8484867,0.004,6,0.062,0.00070714131405949
"1754","Tzi25","Exon",40283128,0.019,4,0.041,9.92971548783401e-05
"1755","Tzi25","Intron",107881537,0.051,10,0.103,9.26942670458987e-05
"1756","Tzi25","UTR3",10917611,0.005,1,0.01,9.15951301067605e-05
"1757","Tzi25","Intergenic",1895480830,0.889,63,0.649,3.32369491703063e-05
"1758","Tzi25","Not assigned",NA,NA,40,0.412,NA
"1759","Tzi8","Promoter",72627588,0.034,7,0.2,9.63821075814882e-05
"1760","Tzi8","UTR5",8484867,0.004,3,0.086,0.000353570657029745
"1761","Tzi8","Exon",40283128,0.019,0,0,0
"1762","Tzi8","Intron",107881537,0.051,1,0.029,9.26942670458987e-06
"1763","Tzi8","UTR3",10917611,0.005,0,0,0
"1764","Tzi8","Intergenic",1895480830,0.889,24,0.686,1.26616949220214e-05
"1765","Tzi8","Not assigned",NA,NA,15,0.429,NA
"1766","Tzi9","Promoter",72627588,0.034,12,0.128,0.000165226470139694
"1767","Tzi9","UTR5",8484867,0.004,5,0.053,0.000589284428382908
"1768","Tzi9","Exon",40283128,0.019,3,0.032,7.44728661587551e-05
"1769","Tzi9","Intron",107881537,0.051,6,0.064,5.56165602275392e-05
"1770","Tzi9","UTR3",10917611,0.005,0,0,0
"1771","Tzi9","Intergenic",1895480830,0.889,68,0.723,3.58748022790608e-05
"1772","Tzi9","Not assigned",NA,NA,40,0.426,NA
"1773","U267Y","Promoter",72627588,0.034,7,0.088,9.63821075814882e-05
"1774","U267Y","UTR5",8484867,0.004,6,0.075,0.00070714131405949
"1775","U267Y","Exon",40283128,0.019,3,0.038,7.44728661587551e-05
"1776","U267Y","Intron",107881537,0.051,13,0.162,0.000120502547159668
"1777","U267Y","UTR3",10917611,0.005,0,0,0
"1778","U267Y","Intergenic",1895480830,0.889,51,0.637,2.69061017092956e-05
"1779","U267Y","Not assigned",NA,NA,44,0.55,NA
"1780","VA102","Promoter",72627588,0.034,5,0.061,6.88443625582058e-05
"1781","VA102","UTR5",8484867,0.004,6,0.073,0.00070714131405949
"1782","VA102","Exon",40283128,0.019,0,0,0
"1783","VA102","Intron",107881537,0.051,10,0.122,9.26942670458987e-05
"1784","VA102","UTR3",10917611,0.005,0,0,0
"1785","VA102","Intergenic",1895480830,0.889,61,0.744,3.21818079268045e-05
"1786","VA102","Not assigned",NA,NA,42,0.512,NA
"1787","Va14","Promoter",72627588,0.034,4,0.235,5.50754900465647e-05
"1788","Va14","UTR5",8484867,0.004,1,0.059,0.000117856885676582
"1789","Va14","Exon",40283128,0.019,0,0,0
"1790","Va14","Intron",107881537,0.051,1,0.059,9.26942670458987e-06
"1791","Va14","UTR3",10917611,0.005,0,0,0
"1792","Va14","Intergenic",1895480830,0.889,11,0.647,5.80327683925983e-06
"1793","Va14","Not assigned",NA,NA,6,0.353,NA
"1794","Va17","Promoter",72627588,0.034,7,0.125,9.63821075814882e-05
"1795","Va17","UTR5",8484867,0.004,5,0.089,0.000589284428382908
"1796","Va17","Exon",40283128,0.019,2,0.036,4.96485774391701e-05
"1797","Va17","Intron",107881537,0.051,5,0.089,4.63471335229493e-05
"1798","Va17","UTR3",10917611,0.005,0,0,0
"1799","Va17","Intergenic",1895480830,0.889,37,0.661,1.95201130047831e-05
"1800","Va17","Not assigned",NA,NA,36,0.643,NA
"1801","Va22","Promoter",72627588,0.034,11,0.208,0.000151457597628053
"1802","Va22","UTR5",8484867,0.004,1,0.019,0.000117856885676582
"1803","Va22","Exon",40283128,0.019,0,0,0
"1804","Va22","Intron",107881537,0.051,2,0.038,1.85388534091797e-05
"1805","Va22","UTR3",10917611,0.005,0,0,0
"1806","Va22","Intergenic",1895480830,0.889,39,0.736,2.05752542482849e-05
"1807","Va22","Not assigned",NA,NA,26,0.491,NA
"1808","Va26","Promoter",72627588,0.034,7,0.088,9.63821075814882e-05
"1809","Va26","UTR5",8484867,0.004,2,0.025,0.000235713771353163
"1810","Va26","Exon",40283128,0.019,2,0.025,4.96485774391701e-05
"1811","Va26","Intron",107881537,0.051,7,0.088,6.48859869321291e-05
"1812","Va26","UTR3",10917611,0.005,0,0,0
"1813","Va26","Intergenic",1895480830,0.889,62,0.775,3.27093785485554e-05
"1814","Va26","Not assigned",NA,NA,21,0.262,NA
"1815","Va35","Promoter",72627588,0.034,5,0.078,6.88443625582058e-05
"1816","Va35","UTR5",8484867,0.004,6,0.094,0.00070714131405949
"1817","Va35","Exon",40283128,0.019,0,0,0
"1818","Va35","Intron",107881537,0.051,6,0.094,5.56165602275392e-05
"1819","Va35","UTR3",10917611,0.005,0,0,0
"1820","Va35","Intergenic",1895480830,0.889,47,0.734,2.4795819222292e-05
"1821","Va35","Not assigned",NA,NA,42,0.656,NA
"1822","Va59","Promoter",72627588,0.034,9,0.136,0.000123919852604771
"1823","Va59","UTR5",8484867,0.004,2,0.03,0.000235713771353163
"1824","Va59","Exon",40283128,0.019,0,0,0
"1825","Va59","Intron",107881537,0.051,7,0.106,6.48859869321291e-05
"1826","Va59","UTR3",10917611,0.005,0,0,0
"1827","Va59","Intergenic",1895480830,0.889,48,0.727,2.53233898440429e-05
"1828","Va59","Not assigned",NA,NA,43,0.652,NA
"1829","Va85","Promoter",72627588,0.034,6,0.125,8.2613235069847e-05
"1830","Va85","UTR5",8484867,0.004,2,0.042,0.000235713771353163
"1831","Va85","Exon",40283128,0.019,1,0.021,2.4824288719585e-05
"1832","Va85","Intron",107881537,0.051,6,0.125,5.56165602275392e-05
"1833","Va85","UTR3",10917611,0.005,0,0,0
"1834","Va85","Intergenic",1895480830,0.889,33,0.688,1.74098305177795e-05
"1835","Va85","Not assigned",NA,NA,34,0.708,NA
"1836","Va99","Promoter",72627588,0.034,15,0.19,0.000206533087674618
"1837","Va99","UTR5",8484867,0.004,1,0.013,0.000117856885676582
"1838","Va99","Exon",40283128,0.019,3,0.038,7.44728661587551e-05
"1839","Va99","Intron",107881537,0.051,8,0.101,7.41554136367189e-05
"1840","Va99","UTR3",10917611,0.005,0,0,0
"1841","Va99","Intergenic",1895480830,0.889,52,0.658,2.74336723310465e-05
"1842","Va99","Not assigned",NA,NA,35,0.443,NA
"1843","VaW6","Promoter",72627588,0.034,114,0.2,0.00156965146632709
"1844","VaW6","UTR5",8484867,0.004,38,0.067,0.0044785616557101
"1845","VaW6","Exon",40283128,0.019,17,0.03,0.000422012908232946
"1846","VaW6","Intron",107881537,0.051,47,0.083,0.000435663055115724
"1847","VaW6","UTR3",10917611,0.005,1,0.002,9.15951301067605e-05
"1848","VaW6","Intergenic",1895480830,0.889,352,0.619,0.000185704858856315
"1849","VaW6","Not assigned",NA,NA,174,0.306,NA
"1850","W117Ht","Promoter",72627588,0.034,8,0.205,0.000110150980093129
"1851","W117Ht","UTR5",8484867,0.004,4,0.103,0.000471427542706326
"1852","W117Ht","Exon",40283128,0.019,0,0,0
"1853","W117Ht","Intron",107881537,0.051,3,0.077,2.78082801137696e-05
"1854","W117Ht","UTR3",10917611,0.005,0,0,0
"1855","W117Ht","Intergenic",1895480830,0.889,24,0.615,1.26616949220214e-05
"1856","W117Ht","Not assigned",NA,NA,12,0.308,NA
"1857","W153R","Promoter",72627588,0.034,18,0.333,0.000247839705209541
"1858","W153R","UTR5",8484867,0.004,3,0.056,0.000353570657029745
"1859","W153R","Exon",40283128,0.019,0,0,0
"1860","W153R","Intron",107881537,0.051,5,0.093,4.63471335229493e-05
"1861","W153R","UTR3",10917611,0.005,0,0,0
"1862","W153R","Intergenic",1895480830,0.889,28,0.519,1.4771977409025e-05
"1863","W153R","Not assigned",NA,NA,29,0.537,NA
"1864","W182B","Promoter",72627588,0.034,14,0.167,0.000192764215162976
"1865","W182B","UTR5",8484867,0.004,4,0.048,0.000471427542706326
"1866","W182B","Exon",40283128,0.019,1,0.012,2.4824288719585e-05
"1867","W182B","Intron",107881537,0.051,8,0.095,7.41554136367189e-05
"1868","W182B","UTR3",10917611,0.005,0,0,0
"1869","W182B","Intergenic",1895480830,0.889,57,0.679,3.00715254398009e-05
"1870","W182B","Not assigned",NA,NA,26,0.31,NA
"1871","W22","Promoter",72627588,0.034,20,0.165,0.000275377450232823
"1872","W22","UTR5",8484867,0.004,10,0.083,0.00117856885676582
"1873","W22","Exon",40283128,0.019,1,0.008,2.4824288719585e-05
"1874","W22","Intron",107881537,0.051,16,0.132,0.000148310827273438
"1875","W22","UTR3",10917611,0.005,0,0,0
"1876","W22","Intergenic",1895480830,0.889,74,0.612,3.90402260095661e-05
"1877","W22","Not assigned",NA,NA,134,1.107,NA
"1878","W64A","Promoter",72627588,0.034,12,0.132,0.000165226470139694
"1879","W64A","UTR5",8484867,0.004,8,0.088,0.000942855085412653
"1880","W64A","Exon",40283128,0.019,2,0.022,4.96485774391701e-05
"1881","W64A","Intron",107881537,0.051,5,0.055,4.63471335229493e-05
"1882","W64A","UTR3",10917611,0.005,0,0,0
"1883","W64A","Intergenic",1895480830,0.889,64,0.703,3.37645197920572e-05
"1884","W64A","Not assigned",NA,NA,55,0.604,NA
"1885","Wf9","Promoter",72627588,0.034,16,0.239,0.000220301960186259
"1886","Wf9","UTR5",8484867,0.004,4,0.06,0.000471427542706326
"1887","Wf9","Exon",40283128,0.019,0,0,0
"1888","Wf9","Intron",107881537,0.051,5,0.075,4.63471335229493e-05
"1889","Wf9","UTR3",10917611,0.005,0,0,0
"1890","Wf9","Intergenic",1895480830,0.889,42,0.627,2.21579661135375e-05
"1891","Wf9","Not assigned",NA,NA,50,0.746,NA
"1892","Yu796","Promoter",72627588,0.034,10,0.244,0.000137688725116412
"1893","Yu796","UTR5",8484867,0.004,2,0.049,0.000235713771353163
"1894","Yu796","Exon",40283128,0.019,0,0,0
"1895","Yu796","Intron",107881537,0.051,6,0.146,5.56165602275392e-05
"1896","Yu796","UTR3",10917611,0.005,0,0,0
"1897","Yu796","Intergenic",1895480830,0.889,23,0.561,1.21341243002706e-05
"1898","Yu796","Not assigned",NA,NA,21,0.512,NA
